Timestamp,Grade,,Title of book,,Author of book,What grade level would you recommend this book to?,,How many stars would you give this book?,,,Submit your review below (200-400 word count)
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
5/19/2020 21:21:14,10,,Five’s Betrayal,,Pittacus Lore,"8,9",,5,,,"If you ever read the Lorien Legacies series, then you would know Number Five as the
traitor, the turncoat. This book, the 9th addition to the “Lost Files” series, tells us
about the time that he spent among the Mogs.
If you read Five’s Legacy, the 7th book in the series, you would know that Five, after
losing his Cepan, was taken into the care of Ethan, who was secretly working with
the Mogs. After a little while, Five also joined the Mogs and became loyal to them.
Now he is looking for the other Garde to also join the Mogadorian Cause.
The book starts off with Five talking to himself about how he will rule over North
America with the Mogs and how he is on the right side. It is pretty obvious to see that
Five was seriously brainwashed. After this little session of Five talking to himself, the
book goes to Five’s daily life with the Mogs. He is still good friends with Ethan and
talks to him regularly, but the Mogs are the ones who are really telling him what to do.
He follows their orders, does exactly what they tell him to do, and always looks for
ways to please Setrakus Ra. Eventually, that crooked motivation gets him to kill one
of his closest friends...
I was really hyped to hear that this book came out. Yes, Five is my least favorite
character, but I did want to know what happened while Five was working with the
Mogadorians. And let me tell you, I was not disappointed. Almost every part of this
book was good. The writing style of this book was descriptive and had a lot of
dialogue, with no excessively long paragraphs. I also really liked the characters, as
they felt so real and lifelike. It really felt like they were right in front of me.
This book was a fun read and had tons of action to go with it. Sure, it’s not going to
be the best or longest book on your reading list, but it will keep you entertained while
you read it and you won’t be able to put it down. I personally really liked the book and
would recommend it for a short and fun read."
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
5/22/2020 9:27:00,10,,The Fate of Ten,,Pittacus Lore,"8,9",,4,,,"The Fate of Ten is the second to last book of the “Lorien Legacies”, and it continues
the series with a surprising twist.
The story starts off with a normal 15 year old girl and her stepfather watching the
news about the Mog’s attack. As she is watching, she hears sounds outside the door.
Soon after, Mogadorian soldiers rush in and the stepfather sacrifices himself to save
her. Since the Mogs are much more athletically able than her, she is soon cornered
by three of them. It seems like the end, and as she raises her arms in a feeble
attempt to save herself, the three Mogs are sent flying backwards by her telekinesis.
With her newfound power, she joins the Garde in the fight.
While the fight in New York goes on, Six, Marina, Sarah, and Adam are in the Loric
Sanctuary, when suddenly Ella telepathically reaches out to them and tells them to
run. Thinking that Setrakus Ra was coming to take the Sanctuary, they decide to
stay, and soon enough, the Anubis, Setrakus Ra’s battleship, comes into view. As
they prepare to fight, they realize something very bad. Setrakus was coming to
destroy the Sanctuary, not take it. Soon, they are fighting for their lives. As the battle
goes on, it looks like Setrakus Ra will beat them. He badly injured Sarah and
pummeled Marina to the floor. But with the last of her strength, Six stabs the Mog in
the heart. He seems like he is dying, but as Six tries to finish him off, Phiri Dun-Ra
emerges from the forest and whisks him off with the Anubis.
I really liked this book. It had a lot of action and I didn’t want to put it down at all. It
had a nice twist, which was that humans had Legacies now. I also really liked the
characters, as they felt so real, and I felt the emotions they were feeling. The only
thing I didn’t like about this book was that it was kind of the same thing over and over.
It’s not that bad, but still, it felt like Iwas reading the same thing over and over again.
Overall, this was a really good book, and I really enjoyed it. Yes, some plot elements
were a little repetitive, but it was still a really good book and I would recommend it to
others."
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
6/1/2020 18:09:38,10,,H.I.V.E. Higher Institute of Villainous Education,,Mark Walden,"8,9",,5,,,"H.I.V.E. is about a boy named Otto Malpense who was kidnapped from his orphanage and moved to a school for “evil” kids.
From the beginning of his life, Otto knew that he was special. By that, he means that he is much more intellectually advanced than other kids. Unfortunately, Otto decides to use that intelligence to prank the Prime Minister of Europe during his biggest speech of his career. As he is celebrating, he sees a dark figure behind him in his room. The figure shoots him with something and he loses consciousness.
After that, he finds himself on a helicopter with another boy named Wing. They hit it off well, and they became good friends.When they arrived and were given a tour of the school of villainy, they were sent off to their classes. But instead of learning things like math or science, they learn about stealth and code-breaking! During their   classes, they meet two girls, Shelby and Laura, and the group of four becomes inseparable.
As they go on with their lives at H.I.V.E., they find themselves wanting to escape more and more from the school. Eventually, Otto thinks up a plan and they choose a date to escape together.
When I read this book, I was left wishing that I could read more. This book has a great storyline that never ceased to keep me on my toes. It had a load of action, and had a bit of humor as well. The character development was fantastic, and they felt very real. The book really drew me in and didn’t let go.
Overall, this book was no doubt a 5/5. I really loved this book, and you can imagine how stoked I was when the next book came out. It honestly was one of the best books I’ve read in a long time, and I would definitely recommend this book to anyone who wants to have an exciting and fun read."
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
6/5/2020 0:20:34,9,,Of Mice and Men,,John Steinbeck,9,,4,,,"Of Mice and Men by John Steinbeck is a classic American novella telling the tale of two Great Depression era migrant workers in California. George Milton, a relatively mundane character struggling to get by is accompanied by Lennie Small, a mentally challenged man with an inescapable fascination with stroking soft objects. The plot begins as the two drifters head to a large, industrial farm where they expect to find work as manual laborers. They were forced from their previous work at a similar ranch because of a fiasco triggered by George’s fixation with a girl’s soft dress and his confusion when told not to touch the girl.
A primary theme throughout the book is the high minded ambitions and fantasies of the characters. Lennie and George, for one, often think of their “farm dream”, where the two own their own plot of land and live off the land together in comfort.
Eventually the pair arrive at their new farm and meet the various other workers, including Slim, a thoughtful and respected leader, Candy, an ageing man with an elderly dog companion, and Crooks, an African-American stable-hand who is forced to sleep in a small room in the barn, away from the others due to his race. Other characters include Curley, the son of the farm’s owner and boss, who is wed to a young girl referred to only as “Curley’s wife”.
This young girl embodies many of the book’s themes, including discrimination, hardship, and misfortune. She is just one of many characters treated like a subhuman being. Crooks, Lennie, and Candy all also face fear, discrimination, or harrassment because of some factor out of their control."
6/5/2020 21:54:52,9,,In Some Other Life,,Jessica Brody,"7,8,9",,4,,,"The tragic novella is packed with rich descriptions of settings and characters, creating an immersive reading experience. The ever-present themes of struggle and inequity are valuable to comfortable modern readers as a reminder of what can happen when strained humans are allowed to judge one another and dreams seem simply impossible.
In Some Other Life by Jessica Brody is about a driven high schooler, Kennedy Rhodes, whose world is crumbling beneath her feet. She begins to wonder if the life changing decision she made three years ago wasn't worth it. Then, right after she walks in on her boyfriend kissing her best friend, she's transported into an alternate reality where she is living her dream life. But as soon as she begins to accept this reality, she begins to uncover alternate Kennedy's dark secrets, showing she isn't as perfect as she seems. This YA novel merges two classic plots, an alternate reality swap and a life changing decision, to create a fresh new take. The novel illustrates the phrase ""Everything happens for a reason"" perfectly, by using Kennedy's dream life as an example that although everything doesn't seem to be going as planned, everything turns out all right in the end. The growth of Kennedy throughout the book, from trying to control the uncontrollable to understanding that life is unpredictable, is one of the best things about the novel. Her relationship with a certain character is dynamic and very entertaining to read, and I like how he transcends both of her realities, showing that some things are meant to be. Another added part of the book  is that the chapters occurring in Kennedy's original reality start with ""If..."", while in the alternate reality they start with ""Then..."", mimicking the difference between the realities. Overall, although the book has some flaws, it is a great read and something I couldn't put down. I would definitely recommend it."
6/5/2020 23:12:49,9,,Night,,Elie Wiesel,9,,5,,,"Elie Wiesel’s Night is a must-read memoir chronicling in great detail the author’s experience as a victim of the Holocaust. The short book begins at a status quo, with the young Wiesel living a relatively normal life as a Jew growing up in a small town in Romania. Soon his life begins to fall apart as Nazi Germany usurps control of the region and begins to execute its plans upon the local Jewish people.
Soon all that the boy has taken for granted is taken from him and the horrors of life under the thumb of a hostile nation set in. His family is sent to Auschwitz, the largest of the concentration camps, where they are quickly separated, never to be fully reunited. The boy and his father struggle together through pestilence, starvation, manual labor, and constant exposure to death.
Wiesel thoughtfully recalls the truly gruesome war crimes and brutal atrocities committed on his people and himself expertly. This book is one of the few sources that combine intense first-person experience in the Holocaust with beautiful writing. Its pungency makes it especially relevant for young people who have likely never interacted with a survivor in any authentic way. In a world that has already lost nearly all witnesses of what is perhaps the best example of true human evil, carefully, artfully written works like Night provide a necessary door into the past."
6/6/2020 0:16:51,9,,The Secret Language of Sisters,,Luanne Rice,"8,9",,5,,,"The Secret Language of Sisters is a book that struck me in a way not many have. It starts off with a bang, when one of the protagonists, the responsible Roo, gets into a car accident as a result from checking a text message her sister Tilly sent, trapping her mind in her body. From there on, it is an uphill battle for both Roo and Tilly. This book entwines both girls' perspectives into a compelling story of loss, discovery and understanding each other. This book teaches the ethics behind texting and driving,  as well as how quickly someone's life can change in a split second. The bond between Roo and Tilly is very inspiring. Even to someone who has not experienced a tragic accident, the bond between them relates to everyone who has an especially strong bond to someone, whether familial or not.
One part of the book that made it more realistic and therefore more brilliant, is how Roo and Tilly began to drift apart after the accident. One would think that something like this would draw them closer. I thought this was a really good addition on part of the Mrs. Rice, the author. Instead of painting an ideal recovery, she gives insight on how even betrayal can be made even within sisters, and how their bond overcomes this.
The story behind Tilly and her immense guilt at sending an irresponsible text message and going behind Roo's back while she is in the hospital is the most moving part of the book. I think that it's one of the most well written parts. Her growth throughout the book is almost beautiful.
I really liked how the author created a sense of suspense throughout the entire story. Even in the moments that it seemed to be calm, there was always an air of tension in everything Luanne Rice wrote, until the very end. I think this is why I was unable to put the book down.
I highly recommend this book, it made me want to cry, laugh and moved me in general."
6/6/2020 23:47:16,9,,Adventures of Huckleberry Finn,,Mark Twain,8,,4,,,"Mark Twain’s Adventures of Huckleberry Finn is a classic American coming-of-age novel set on a raft floating down the Mississippi River in the mid-1800s.
Huckleberry Finn, a boy who first appeared in the book’s prequel The Adventures of Tom Sawyer, is the son of an alcoholic who raises him in poverty and crime until he is adopted by a charitable widow. Soon, however, Huck finds himself escaping his hometown after his father attempts to repossess the boy. He stumbles upon the widow’s escaped slave Jim and, after briefly pondering the ethics of living with a black man, the two set off together. Their follies include befriending other vagabonds who claim to be heirs of European thrones, scamming towns along the riverside out of money in creative ways, and accidentally igniting an ancient family feud that soon escalates into an all-out gun battle.
Some versions of the book include sketch-style images that were featured in the original publications of the book. Twain claimed the novel was written in seven different American English dialects, but to most modern readers the book just seems to be written in an old-timey sounding style. Readers should beware that archaic and offensive racial language is used liberally.
Many literary experts believe the wild plot of his story laid the groundwork for much of the American fiction writing to come. Its themes include the ethics of racism
— mainly through Huckleberry’s struggle to justify his archaic views while living with and befriending a black man. For a historical read that celebrates the joys of youth and freedom, read Adventures of Huckleberry Finn."
6/7/2020 10:33:22,10,,The Overlord Protocol,,Mark Walden,"8,9",,5,,,"The Overlord Protocol is the second book of the H.I.V.E. book series, and it does a good job in continuing it.
The book starts off with a meeting between the G.L.O.V.E. ruling council. It focuses on Nero, and his thoughts on how he doesn’t trust the new villain called Cypher. As Nero walks out after the meeting is over, he is ambushed by a few men asking for the amulet he carries with him. Luckily, Raven comes in and disposes of them. Nero suspects that they were Cypher’s men.
After that event, there isn’t much of an incident until one day, Wing is called into Nero’s office. Nero then tells him that Wing’s father was killed in an accident. He is allowed to go with one other student to his funeral, and he chooses Otto. He, Otto, and Raven prepare for the long trip ahead of them. When they are in Japan, they are unexpectedly attacked by Cypher. As they are fighting him, Cypher suddenly takes out a gun and shoots Wing. They take his body on his helicopter and leave. This marks the start of a war between Cypher and H.I.V.E….
This was a really good book. It had a lot of surprises, and a lot of action. The characters felt very real, and it felt like they were right there in front of me. It was also great that it gave you a detailed description of the situation. That really helped to make the story feel more realistic. But perhaps my favorite part of all was that we got to know all the characters’ point of views. This gave the story more depth and made the whole storyline much easier to understand.
This book has everything; friendship, action, suspense, and it was just a really fun book to read. The book really drew me in, and I couldn’t put it down. Overall, this book is a must-read for people who like action-packed books, and I would definitely recommend this book to other people."
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
6/7/2020 20:06:45,9,,Silent Spring,,Rachel Carson,11,,4,,,"Rachel Carson’s environmentalist classic Silent Spring is an influential 60s-era nonfiction book detailing the increasingly precarious status of the natural world. It’s wide-spread success sparked the environmental movement of the late 20th century and led to the creation of the Environmental Protection Agency along with the widespread banning of the dangerous pesticide DDT.
The first chapter, entitled “A Fable for Tomorrow”, is a description of a dystopian American town, where fish and birds no longer live and rampant health issues from intense pesticide use plague the people, along with other troubling situations. Carson then uses the next 16 chapters of the book to give a scientific and passionate explanation for each effect. The main ideas explored include pesticide use’s effect on America’s ecology, as well as the negative effects on human health that man’s  actions on the environment can have.
Readers should be aware that the book is dense and fact-based, it takes time and patience to read but offers tons of great knowledge. While some aspects of the information are slightly dated, and climate change, (yet to be discovered at the time of writing), is not discussed, the book’s massive historical significance is reason enough to read it.
For readers trying to take their understanding of concepts like bioaccumulation and resistance to insecticides in malaria-carrying mosquitoes, Silent Spring is worth a read."
6/7/2020 23:30:19,9,,The Odyssey: A Graphic Novel,,Gareth Hinds,7,,4,,,"The Odyssey: A Graphic Novel by Gareth Hinds is an approachable, engaging, and relatively quick version of Homer’s classic epic of the same name. This rendition features remarkable artwork covering every page and a simplified storyline compressed to fit into speech bubbles while remaining remarkably true to the original story.
The plot, which has been translated and adapted hundreds of ways, centers on a lost king of the ancient Greek island of Ithaca. On his way home from the distant Trojan War, Odysseus finds his boat off course and separated from its companions. The king and his crew experience various fantastical trials and tribulations, interacting with gods and cyclops and even journeying to the underworld as they attempt to make it back to Ithaca. Meanwhile, back home, the king’s twenty-something-year-old son Telemachus is beginning to think he may have to usurp his father’s throne should he never return. But this isn’t a simple task, since a group of one hundred rowdy suitors have moved into the palace and are attempting to court the queen and take the throne for themselves.
Frequently taught in school English classes, the story is an excellent thing to be familiar with. This graphic adaptation makes the plot more engaging and digestible, and thus, can be read alongside a literary version to aid in understanding the tale."
6/9/2020 9:22:45,10,,Speak,,Laurie Halse-Anderson,"9,10,11,12",,4,,,"Speak by Laurie Halse Anderson is a break taking, coming of age novel, where one teen is forced to lose her innocence before high school even starts. The whole plot is seen through Melinda’s both insecure and scared eyes, mainly in the halls of Merryweather High School in Syracuse.  In her mind, she dreads utilizing her voice and sharing exactly what occurred at the August, upperclassmen’s party just days before school started. People perceive Melinda to be a snitch, as she called the police on the party. Readers are exposed to the consequences Melinda now has to deal with because of her actions, as she loses those whom she presumed had her back, and her grades plummet as well because she begins to not care about large aspects of her life anymore.  Her emotions are simply getting the best of her and consuming her life entirely.  While reading, circumstances of peer pressure in my  own life came into my mind, and I was able to feel Melinda’s exact emotions, which is a reflection of Halse-Anderson’s engrossing style of writing. Within the first couple of pages, readers are immediately exposed to the isolation Melinda is dealing with as a consequence of calling the cops on the party, which leaves an emotional affect, as readers begin to feel sympathy toward her. It is clear if Melinda does want to speak up about the events that unfolded at the party, she is going to have a very difficult time, considering she is alone with no help or moral support and many have hatred toward her. Readers are able to feel a sense of being trapped and confined through Anderson’s descriptions, which puts readers in Melinda’s helpless perspective.  This adds an interesting, dramatic spin as the plot continues. Laurie Halse Andersons’s writing is both captivating and inspiring, and a true page turner at that.  Readers simply just can’t stop reading because they want to know the reason Melinda's world turned upside down. Readers are easily hooked and never want to put the novel down, since Anderson waits until the end to reveal the situation that transpired.
Speak by Laurie Halse Anderson is a novel everyone should read, as it shares valuable life lessons, and a very imperative message: speak up."
6/15/2020 10:32:04,10,,The Julian Chapter,,R.J. Palacio,"8,9",,5,,,"If you ever read Wonder in your life, then you would know that it is about a boy named August, who looks very different from other children due to his multiple surgeries. You would also know that there is a boy named Julian, who bullies him the most. This book focuses on Julian’s point of view and gives some explanation as to why he acted that way.
Julian first meets Auggie when he is introducing him to Beecher Prep. He is rude to him during the tour and is shocked by his appearance. After this, he is constantly mean to Auggie and puts dirty notes in his locker. Things go on like this until everything suddenly blows up in Julian’s face. The notes he wrote to Auggie are found by Mr. Tushman, and he is suspended for two weeks. Because of this, his parents are extremely angered at the school and decide that Julian will leave Beecher Prep after the school year.
When he comes back from the suspension, he is shocked because suddenly, everyone is extremely nice to Auggie while he is being iced out. He is treated like a jerk, and he becomes the outcast that he tried to make Auggie become.
During summer break, he visits his grandmother. After she hears about what happened in his school, she starts to tell him a story about her childhood that involves a child with a similar condition as Auggie. After the story, Julian suddenly feels extreme remorse for what he did. He writes an apology letter to Auggie, and Auggie generously accepts.
This book was really amazing. It had such great character development and really brings out your emotions. It has a great lesson that you can learn from it, and you can really see the characters in front of you. I really liked that this book gave us Julian’s perspective, as now I feel that I understand the original book better. I also really liked that the characters changed so much during the course of the book. That helped to give the book more depth and meaning.
This book was no doubt a 5/5. It was no doubt one of the best books I’ve read in my entire life as it had emotion, meaning, and a lesson all packed into one book. This was an amazing book, and I will definitely recommend this to everyone."
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
6/15/2020 10:33:14,10,,Pluto,,R.J. Palacio,"8,9",,4,,,"Before Auggie came to Beecher Prep, his best friend was a boy named Christopher. This book gives us his point of view.
Chris and Auggie first met when they were babies. Their moms were best friends, so they were introduced to each other when they were newborns. As Chris was around Auggie through all his surgeries, he is fine with Auggie’s appearance. They play games together and pretend that they are on Pluto, hence the title of the book. But as he grows up and sees what other people’s reaction to Auggie is, he realizes that Auggie isn’t a normal kid.
Now as Auggie moves on and goes to Beecher Prep, the two of them become more and more distant. Christopher realizes that being Auggie’s friend is not easy, as his other friends are freaked out by his appearance. As a result of that, they become more distant and become farther from each other. Life goes on normally after that, but as a lot of complicated things like divorce and injuries happen in his life, he realizes that “Good friendships are worth a little extra effort.”
This book was good, but not great. It was great that it had a good lesson to be learned, and that it was a sweet and meaningful book. It was emotional, and the characters were quite lovable. Despite that though, I felt that the other books like The Julian Chapter and Shingaling were more necessary and more relevant to the original book, Wonder. I liked Chris as a character, but that was all. I felt like he wasn’t that important to the whole Wonder storyline.
This book was pretty good, and although it had a few drawbacks, it was overall a well-written and touching book. I rate this a 4/5, and I would recommend this to people who want a short and touching read."
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
6/21/2020 16:52:07,11,,Battle Cry of Freedom,,James M. McPherson,"9,10,11,12",,5,,,"The book I reviewed was Battle Cry of Freedom: The Civil War Era by James M. McPherson which covers the entire history of the Civil War. The book won the Pulitzer Prize and is a very well acclaimed title. The book covers the entirety of the war, the Antebellum era preceding it with events such as the Mexican American War and slavery all the way to Lincoln’s eventual assassination. Essentially, if you can only read one book on all of the Civil War, this is the book that fills that need. As  such, the book does not cover just focus on one aspect or issue of the war, but manages to cover nearly every feature of the war that one could think of. McPherson covers not just the war itself and it’s campaigns, but the social and economic life of the home fronts, foreign policy, politics, culture and more. The book was great for me as I was writing a research paper on a specific topic, yet the book still held a vast amount of information on my subject, which happened to be the Confederate economy and the home front. The book provided not only new conclusions to draw from, but plenty of primary sources and other details to the point where it became one of my most referred sources.
In the end, this title is one I wholly recommend. While the size of the book is certainly daunting, the language used in the book was never tedious and terribly difficult to understand for a younger audience. Compared to other long historical books I’ve tried to read, this one always kept you interested and was always easy to understand.  All in all, this book is one anyone interested in history or the Civil War should read, it can be considered the all purpose book on the war."
,,,,,,,,,,,
6/21/2020 17:37:54,11,,Why The North Won The Civil War,,David Herbert Donald,"8,9,10,11,12",,4,,,"The book I reviewed was Why The North The Civil War by David Herbert Donald and several other authors. The book contains a series of essays by various authors with varying inputs on what each believes to be the biggest factor in the South’s defeat in the Civil War. The book manages to provide comparisons of how military, political and social factors each contributed to the Union’s victory, almost turning the book into a lecture or discussion on the war that is right there for you to reference to. The author viewpoints range from how military leadership, economic imbalances, foreign policy, political leadership all shaped the war.
The book itself is very concise and easy to understand. It is very straight to the point and unlike a lot of other history books which can be very long, this one is much shorter and divided up into chapters easily referenced to. The arguments given by each of the authors are all straight forward as well, with each author arguing for a specific point of view on the war. All in all, this book is one that I would recommend for anyone just starting to get interested in the Civil War or history, as while the title is relatively short, it still packs a lot of great information easily understandable."
,,,,,,,,,,,
6/25/2020 21:07:22,9,,Kalahari,,Jessica Khoury,"8,9,10",,5,,,"When a group of teenagers come to the Kalahari desert for a conservation research program, resident Sarah Carmichael is dreading the social interaction that comes  with babysitting a rich couple, a know-it-all, a clown, and the nice guy. But after Sarah’s father suddenly goes off to chase some poachers, the babysitting is looking to be much more permanent. Sarah is left stranded in the vast desert with hardly any resources, a fear of losing her dad, and five clueless teenagers. If this wasn’t bad enough, they come face-to-face with a silver lion that absorbs bullets and is seemingly made out of mercury. As the stories of Sarah’s mother’s death and the silver lion start to entwine, the group of six realize that the Kalahari hides much more secrets that they would have ever thought.
I thought that “Kalahari: by Jessica Khoury was a stunning novel. The plot has the perfect amount of escalation and I love how minor plot points like the death of Sarah’ s mother start slowly becoming part of the main story. The story seemingly starts out like a survival story, but it quickly becomes sci-fi when they start discovering animals infected with a silver virus, just like the lion. Besides the plot, the characters are also well written. They seem to be very stereotyped in the beginning, but as they get more and more scared for their lives, they become much more 3-dimensional. They slowly expose their hidden problems to each other, as if they wanted to tell someone just in case they didn’t survive. It’s almost telling the reader that you shouldn’t immediately stereotype people right away, especially if your first impression was when they were feeling uncomfortable. The whole story is about layers. Nothing is made up of one surface. There is always something underneath."
6/30/2020 11:53:22,9,,Good Dog,,Dan Gemeinhart,"6,7,8",,5,,,"Brodie has died, and woken up in the world of the dead where they can run all day and live worry free. Who would want to leave such a perfect world? To Brodie everything isn't perfect, he keeps having a vague memory of a monster and his boy, who is in trouble. He doesn't know anything else except that he needs to go back and save his boy. Bodie knows the risks but he bends the rules and returns back anyway. Travelling as a soul into the land of the living is dangerous but Brodie will risk anything to protect his boy.
This book mainly follows three characters, Brodie, Tuck, and Patsy. Brodie is a loving dog who is willing to risk everything, even his life to save the people that he loves. Tuck is a care-free dog who enjoys nothing more than running, but he isn't  quite ready to move forward as he still feels he has unfinished business. He might not be the brightest dog, but his compassion and empathy for others sure make up for it. Patsy is a sassy cat who doesn't feel attached to anyone, after a long life of abandonment. As her soul is slowly fading away she figures she has nothing better to do then to follow Brodie and Tuck on their adventure.
The book is an empowering story demonstrating just how far some are willing to go for love. You follow Brody, Tuck, and Patsy’s unique personalities and touching stories as they all navigate as lost souls through the living world they no longer belong to. Throughout this book these characters grow on you and you will soon find yourself crying both happy and sad tears. I give this book five stars as it emotionally reached out to me and placed me in the shoes of the best dog I’ve ever seen. I would absolutely recommend this book to anybody looking for a heartfelt story that is almost impossible to place down, even for just a minute."
7/6/2020 11:49:40,7,,The Crossover,,Kwame Alexander,"6,7,8",,4,,,"The Crossover is a novel written by Kwame Alexander. The novel is written in poetry form. Alexander includes a variety of different poems, and they are all written very well. Alexander also includes ""Basketball Rules"" that also can apply to life. The Crossover is told by 12-year-old Josh Bell, everything that happened in his 7th-grade year of Reggie Lewis Middle School. He experiences the meaning of family, forgiveness, and loss. His family is pretty close, with Jordon “JB” Bell as his brother, his dad, and his mom. Even though Josh and JB are twins, they couldn't be more different. Throughout the book, his relationship with his brother has some bumps in the road, but they realize that they are closer than they thought and become closer than ever in the end. Josh is very close to his dad, a retired basketball player. In the end, Josh realizes that even when times feel rough, you can always pick yourself up again. A quote from the book The Crossover, ""A loss is inevitable, like snow in winter. True champions learn to dance through the storm.”  The Crossover was a great book and I would recommend this to middle school students and adults. It left a powerful message after I read it and will probably do the same with anyone else that reads it."
7/6/2020 18:48:12,9,,To Kill A Mockingbird,,Harper Lee,"7,8,9",,4,,,"To Kill A Mockingbird is a young adult, coming of age story written by Harper Lee. Scout Finch lives in Maycomb, a small town in Alabama. She lives with her brother Jem and her father Atticus. Everyone in Maycomb knows each other, and everyone has their own social standing. Atticus is a lawyer, and he’s appointed to defend a black man who’s been accused of committing a terrible crime. This doesn’t make life any easier for Jem and Scout as they are constantly defending their father’s good name. This story views prejudice and growing up through the eyes of young Scout as she navigates through life.
This book is an absolute must read! It explores important topics and concepts such as prejudice and racism, but it shows them through the eyes of a young empathetic girl. It shows her views on her father, her community, and the unfairness of it all. She shows readers what it’s like to grow up, and adapt to the ever changing world around us.
I gave this book a 4 out of 5 stars as I felt it was a classic and a really good read that demonstrated important morals and values. It was sometimes a little bit  slow, and some phrases/words were a little confusing to understand at first. Overall though it had a strong plot and you truly got attached to the characters and their heart wrenching story."
7/10/2020 16:48:20,9,,To All the Boys I've Loved Before,,Jenny Han,"6,7,8",,4,,,"Lara Jean Song Covey, a sixteen-year-old girl, has written a letter to every single boy she's loved and keeps them in a teal hatbox gifted to her by her mother. She one day finds that they have disappeared and been mailed out. The issue is that one of the love letters is addressed to her sister's boyfriend, Josh Sanderson. To deal with this, Lara Jean teams up with Peter Kavinsky, another letter recipient, to convince Josh that she no longer has feelings for him by involving herself in a fake relationship with Peter. However, as this fake relationship continues, both Peter and Lara Jean start to develop genuine feelings for each other and the book follows Lara Jean as she learns to navigate through the very complicated situation that has been created.
Jenny Han delivers a witty, romantic, and enchanting story, offering a fresh take on traditional high school romance novels. The main character, Lara Jean, is an intelligent heroine that develops throughout the novel while in her ""fake"" romance with Peter. One aspect of this book that readers will enjoy is how realistic the problems are. Lara Jean is faced with social, romantic, and family issues that are easy to relate and connect to, making this a very enjoyable read for practically any age."
7/15/2020 22:53:45,9,,The Selection,,Kiera Cass,"6,7,8,9,10",,5,,,"“The Selection” by Kiera Cass, is a romance novel set in a dystopian society where each citizen of the country, Illea, has a caste. This caste determines how much money they will make and what professions they can have. One is born into their caste and can marry into another caste. One, being the highest caste is only for royalty, like Prince Maxon. All the way down to an Eight, the lowest caste. America Singer, a hardworking Five, who is trying to provide for her family hears about an event called the Selection. The Selection is a process in which the Prince has 35 girls come to the palace and he chooses one to be his wife. Although she is hesitant to apply to participate in the selection, she does because if she did win her family could be Ones. But due to her conceptions about Prince Maxon being shallow, and her longtime boyfriend, Aspen at home who she always believed she would marry, she doesn’t think she will get anything except the paycheck that will got to her family for her participation in the selection.
This consuming romance novel, one will fall in love with the characters and their imperfect personalities. Cass’s page-turning writing will keep one from putting down this book.
I absolutely loved this novel and definitely would recommend it to anyone who likes dystopian settings and romance. The love triangles and relationships were intriguing to read about. I am astonished by Cass’s creativity in the dystopian world she creates."
,,,,,,,,,,,
,,,,,,,,,,,
